id|name|parent|tie_line|address|mail_code|phone_type|phone_number
274648|COLUMBIA COLLEGE BULLETIN|274629|MS* 4-2442||2805|OFFICE|212-854-2442
274649|COLUMBIA COLLEGE TODAY|274629||||OFFICE|212-851-7852
274651|CONTEMPORARY CIVILIZATION OFFICE|274629|MS* 4-2453||2811|OFFICE|212-854-2453
274653|DEAN OF STUDENT AFFAIRS|274629|MS* 4-2446||2607|OFFICE|212-854-2446
274654|DEAN OF THE FACULTY, OFFICE OF THE|274629|MS* 4-2441||2805|OFFICE|212-854-2441
274656|DOUBLE DISCOVERY CENTER|274629|MS* 4-3897||2604|OFFICE|212-854-3897
274660|HUMANITIES PROGRAM|274629|MS* 4-2451||2811|OFFICE|212-854-2451
274662|INFORMATION TECHNOLOGY|274629|MS* 4-6245|||OFFICE|212-854-6245
274665|INTERCULTURAL RESOURCE CENTER  (IRC)|274629|MS* 4-7461||5755|OFFICE|212-854-7461
274667|JOHN JAY SCHOLARS PROGRAM|274629|MS* 4-5895||1205|OFFICE|212-854-5895
274669|JUILLIARD EXCHANGE PROGRAM|274629|MS* 4-1223||2607|OFFICE|212-854-1223
274671|KLUGE SCHOLARS PROGRAM|274629|MS* 4-5895||2607|OFFICE|212-854-5895
274675|OPPORTUNITY PROGRAMS AND UNDERGRADUATE SERVICES  (OPUS)|274629|MS* 4-3514||3705|OFFICE|212-854-3514
274677|OXFORD-CAMBRIDGE SCHOLARS PROGRAM|274629|MS* 4-1219||2805|OFFICE|212-854-1219
274679|PRE-PROFESSIONAL PROGRAMS, OFFICE OF|274629|MS* 4-8722||1205|OFFICE|212-854-8722
274683|RESIDENTIAL PROGRAMS, OFFICE OF|274629|MS* 4-6805||4205|OFFICE|212-854-6805
274685|STUDENT ACTIVITIES|274629|MS* 4-3611||2601|OFFICE|212-854-3611
274695|FAX|274694||||FAX|212-851-2801
274699|FAX|274698||||FAX|212-865-1294
274702|HRCHAP@COLUMBIA.EDU|274701|||||
274703|WWW.HR.COLUMBIA.EDU/HR/HTML/CHAP.HTML|274701|||||
274705|www.columbia.edu/cu/hrlr|274704|||||
274711|www.columbia.edu/cu/asiaweb/|274710|||||
274713|www.columbia.edu/cu/jeel|274712|||||
274715|www.columbia.edu/cu/jel|274714|||||
274717|www.columbia.edu/cu/eurojournal/index.htm|274716|||||
274719|www.columbia.edu/cu/jgl|274718|||||
274721|www.columbia.edu/cu/jlsp|274720|||||
274723|FAX|274722|MS* 4-5994|||FAX|212-854-5994
274724|www.columbia.edu/cu/jtl/|274722|||||
274725|spare|276877|||||
274729|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274728|||||
274731|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274730|||||
274733|FAX|274732|MS*4-7801|||FAX|212-854-7801
274735|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274734|||||
274737|FAX|274736|MS* 4-7801|||FAX|212-854-7801
274740|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274739|||||
274742|FAX|274741|MS* 4-1229|||FAX|212-854-1229
274743|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/STUDORG2000.SHTML|274741|||||
274745|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274744|||||
274747|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274746|||||
274749|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274748|||||
274751|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274750|||||
274753|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274752|||||
274755|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274754|||||
274761|FAX|274760|MS* 4-3434|||FAX|212-854-3434
274767|INFORMATION|274766|MS* 4-1898|||OFFICE|212-854-1898
274768|FAX|274766|MS* 4-7618|||FAX|212-854-7618
274772|INFORMATION|274771|MS* 4-9400|||OFFICE|212-854-9400
274773|FAX|274771||||FAX|212-854-9401
274774|STUDENT PRESS REVIEW, THE|274771|MS* 4-9400||5711|OFFICE|212-854-9400
274776|www.stlr.org|274775|||||
274778|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274777|||||
274780|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274779|||||
274792|FAX|274791|MS* 4-7320|||FAX|212-854-7320
274796|INFORMATION  99 OR|274795|MS* 4-5555|||OFFICE|212-854-5555
274799|AMBULANCE   99 OR|274797|MS* 4-5555|||OFFICE|212-854-5555
274801|FAX|274800||||FAX|212-222-0193
274804|DEPUTY VICE PRESIDENT, ASSOCIATE DIRECTOR,|274803|||||
274805|FINANCIAL MANAGEMENT, CONSTRUCTION,|274803|||||
274806|INFORMATION SYSTEMS|274803|MS* 4-9410|||OFFICE|212-854-9410
274808|FAX|274807|MS* 1-2040|||FAX|212-851-2040
274810|RENTING, LEASING, OPERATIONS|274809|MS* 4-9300|||OFFICE|212-854-9300
274812|FAX|274811||||FAX|212-459-3678
274815|CALENDAR|274814|MS* 4-3282||4321|OFFICE|212-854-3282
274821|www.columbia.edu/cujla|274820|||||
274823|WWW.LAW. COLUMBIA.EDU/STUDENTSERVICES/|274822|||||
274825|FAX|274824|MS* 4-9534|||FAX|212-854-9534
274827|PHONE|274826|MS* 4-7866|||OFFICE|212-854-7866
274829|FAX|274826|MS* 4-3434|||FAX|212-854-3434
274832|COMPUTING HELP DESK|274831|MS* 4-1919|||OFFICE|212-854-1919
274833|CONSULTANT@COLUMBIA.EDU|274831|||||
274837|FAX|274836|MS* 4-2000|||FAX|212-854-2000
274838|BILLING QUESTIONS|274836|MS* 4-4444|||OFFICE|212-854-4444
274839|CABLE TV|274836|MS* 4-5000|||OFFICE|212-854-5000
274840|CALLING CARD  (AT&T CREDIT CARD)|274836|MS* 4-4444|||OFFICE|212-854-4444
274841|FACSIMILE (FAX) INFORMATION|274836|MS* 4-6251|||OFFICE|212-854-6251
274842|ORDER AND REQUISITION INFORMATION|274836|MS* 4-5000|||OFFICE|212-854-5000
274843|HELP DESK|274836|MS* 4-1919|||OFFICE|212-854-1919
274844|STUDENT SERVICES|274836|MS* 4-6250|||OFFICE|212-854-6250
274845|TRAINING|274836|MS* 4-0000|||OFFICE|212-854-0000
274849|FAX|274848|MS* 4-5951|||FAX|212-854-5951
274850|DEPARTMENTAL ADMINISTRATOR|274848|MS* 4- 0731||2010|OFFICE|212-854-0731
274851|EXECUTIVE DIRECTOR|274848|MS* 4-2617||2010|OFFICE|212-854-2617
274852|ADVOCACY AND ADULT EDUCATION PROGRAMS|274848|||||
274855|HOUSING AND HOMELESSNESS PROGRAMS|274848|||||
274861|COMMUNITY EDUCATION PROGRAMS|274848|||||
274865|COMPANIONSHIP PROGRAMS|274848|MS* 4-1492||2010|OFFICE|212-854-1492
274868|YOUTH PROGRAMS|274848|MS* 4-1492||2010|OFFICE|212-854-1492
274882|STUDENT EXECUTIVE BOARD|274848|MS* 4-1492||2010|OFFICE|212854-1492
274884|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274883|||||
274886|FAX|274885||||FAX|212-854-3099
274887|WWW.COLUMBIA.EDU/CU/CCLS|274885|||||
274889|FAX|274888||||FAX|212-305-3458
274891|FAX|274890||||FAX|342-0100
274893|FAX|274892|MS* 4-8103|||FAX|212-854-8103
274896|INFORMATION|274895||||OFFICE|888-617-8400
274897|WWW.COLUMBIA.EDU/ACIS/SALES/|274895|||||
274899|FAX|274898||||FAX|212-666-0140
274900|CHAIR|274898|||0401|OFFICE|212-939-7004
274901|ADMINISTRATOR|274898|MS* 4-7117||0401|OFFICE|212-854-7117
274902|ACADEMIC RECORDS|274898|||0401||
274903|BUSINESS OFFICE|274898|||0401|OFFICE|212-939-7010
274904|COMPUTING RESEARCH FACILITIES|274898|||0401|OFFICE|212-939-7000
274910|INFORMATION|274909|MS* 4-1919|||OFFICE|212-854-1919
274911|CONSULTANT@COLUMBIA.EDU|274909|||||
274915|RESERVATIONS|274914|MS* 4-2821|||OFFICE|212-854-2821
274916|KELLOGG@COLUMBIA.EDU|274914|||||
274919|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274918|||||
274921|FAX|274920|MS* 4-5840|||FAX|212-854-5840
274923|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|274922|||||
274925|FAX|274924|MS* 4-5273|||FAX|212-854-5273
274926|DIRECTOR|274924|MS* 4-3410||7740|OFFICE|212-854-3410
274930|FAX|274929|MS* 4-3236|||FAX|212-854-3236
274935|EXECUTIVE TECHNOLOGY MASTERS PROGRAM (EMSTM)|274931|MS* 4-9666||4118|OFFICE|212-854-9666
274937|ADVISORS|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274938|AMERICAN LANGUAGE PROGRAM|274931|MS* 4-3584||4113|OFFICE|212-854-3584
274940|AUDITING PROGRAM|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274941|BERLIN CONSORTIUM FOR GERMAN STUDIES|274931|MS* 4-2559||4119|OFFICE|212-854-2559
274943|BUSINESS POSTBACCALAUREATE PROGRAM|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274946|CREATIVE WRITING|274931|MS* 4-3774||4108|OFFICE|212-854-3774
274947|DEAN|274931|MS* 4-3771||4110|OFFICE|212-854-3771
274950|SECONDARY SCHOOL PROGRAMS, SUMMER|274931|MS* 4-9699||4110|OFFICE|212-854-9699
274951|LIFELONG LEARNERS PROGRAM|274931|MS* 4- 9666||4119|OFFICE|212-854-9666
274952|REID HALL PROGRAMS|274931|MS* 4-2559||4119|OFFICE|212-854-2559
274954|SPECIAL STUDENTS PROGRAM|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274956|SUMMER PROGRAMS FOR SECONDARY SCHOOL STUDENTS|274931|MS* 4- 9699||4110|OFFICE|212-854-9699
274958|SUMMER SESSION|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274961|TESOL  (TEACHING ENGLISH TO SPEAKERS OF OTHER LANGUAGES)|274931|MS* 4-9666||4119|OFFICE|212-854-9666
274963|FAX|274962||||FAX|212-781-6047
274976|ces@columbia.edu|274974|||||
274977|FAX|274974|MS* 4-8808|||FAX|212-854-8808
274983|INFORMATION|274982|MS* 4-4444|||OFFICE|212-854-4444
275001|FAX|275000|MS* 4-5009|||FAX|212-854-5009
275003|RESERVATIONS|275002|MS* 4-2821|||OFFICE|212-854-2821
275004|KELLOGG@COLUMBIA.EDU|275002|||||
275006|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275005|||||
275010|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275009|||||
275012|CLINIC INFORMATION|275011|MC* 5-6726|||OFFICE|212-305-6726
275013|CONTINUING EDUCATION|275011|MC* 5-6881|||OFFICE|212-305-6881
275017|DEAN S OFFICE|275011|MC* 5-4511|||OFFICE|212-305-4511
275024|CHAIR S ADMINISTRATIVE OFFICES|275023|MC* 5-5565|||OFFICE|212-305-5565
275026|DEPARTMENTAL ADMINISTRATOR|275023|MC* 5-7585|||OFFICE|212-305-7585
275028|HUMAN RESOURCES|275023|MC* 2-2989|||OFFICE|212-342-2989
275029|RESIDENCY PROGRAM|275023|MC* 5-5317|||OFFICE|212-305-5317
275030|MEDICAL EDUCATION|275023|MC* 5-5317|||OFFICE|212-305-5317
275031|FACULTY PRACTICE LOCATIONS|275023|MC* 5-5293|||OFFICE|212-305-5293
275033|BILLING|275023|MC* 5-8132|||OFFICE|212-305-8132
275035|CLINICAL RESEARCH|275023|MC* 5-6953|||OFFICE|212-305-6953
275037|BASIC SCIENCE|275023|MC* 6-8632|||OFFICE|212-305-8632
275039|DERMATOPATHOLOGY|275023|MC* 6-2155|||OFFICE|212-305-2155
275043|FAX|275042|MS* 4-5381|||FAX|212-854-5381
275045|FAX|275044||||FAX|212-544-1920
275049|ARCHITECTURE, PLANNING, AND PRESERVATION|275048|MS* 4- 9543||0330|OFFICE|212-854-9543
275050|ARTS, SCHOOL OF THE|275048|MS* 4-7724||1803|OFFICE|212-854-7724
275051|BUSINESS SCHOOL|275048|MS* 4-3425|||OFFICE|212-854-3425
275053|COLUMBIA COLLEGE|275048|IC* 2288||7730|OFFICE|212-870-2288
275055|ENGINEERING AND APPLIED SCIENCE|275048|MS* 4-4472||4718|OFFICE|212-854-4472
275056|GENERAL STUDIES|275048|IC* 4-2281||7724|OFFICE|212-870-2281
275061|GRADUATE SCHOOL OF ARTS AND SCIENCES|275048|MS*4-9601||7722|OFFICE|212-854-9601
275064|LAW SCHOOL|275048|MS* 4-2680||4003|OFFICE|212-854-2680
275066|PHYSICIANS AND SURGEONS|275048|HS* 5-3498|||OFFICE|212-305-3498
275067|SOCIAL WORK|275048|MS* 1-2375||4600|OFFICE|212-851-2375
275071|FAX|275070||||FAX|212-851-2801
275078|TO OBTAIN AN ADDITIONAL DIRECTORY|275077|MS* 4-0000|||OFFICE|212-854-0000
275079|PRODUCTION|275077|MS* 4-9531||6601|OFFICE|212-854-9531
275081|[NOTE: TO MAKE CHANGES TO THE OFFICERS AND STAFF LISTINGS, FOLLOW THE INSTRUCTIO|275077|||||
275083|FAX|275082|MS* 4-3448|||FAX|212-854-3448
275086|PHONE|275085|MS* 4-2854|||OFFICE|212-854-2854
275089|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275088|||||
275091|FAX|275090|MS* 4-4019|||FAX|212-854-4019
275095|FAX|275094|MS* 4-7457|||FAX|212-854-7457
275096|TALENT SEARCH|275094|MS* 4-3897|||OFFICE|212-854-3897
275097|UPWARD BOUND PROGRAM|275094|MS* 4-3897|||OFFICE|212-854-3897
275099|INFORMATION|275098|MS* 4-2180|||OFFICE|212-854-2180
275101|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275100|||||
275102|spare|276877|||||
275106|FAX|275105|MS* 4-7798|||FAX|212-854-7798
275107|UNIVERSITY CHAPLAIN/DIRECTOR|275105|MS* 4-1493||2008|OFFICE|212-854-1493
275109|SPACE RENTAL|275105|MS* 4- 1487||2008|OFFICE|212-854-1487
275115|RELIGIOUS COUNSELORS AND CAMPUS MINISTERS|275105|MS* 4-1514||2001|OFFICE|212-854-1514
275122|STUDENT GOVERNING BOARD|275105|MS* 4-4194||2012|OFFICE|212-854-4194
275130|FAX|275129||||FAX|845-365-8163
275131|DEPARTMENT OFFICES|275129|||||
275136|HTTP://EESC.COLUMBIA.EDU|275129|||||
275139|PHONE|275138|MS* 4-2138|||OFFICE|212-854-2138
275141|FAX|275138|MS* 4-5213|||FAX|212-854-5213
275142|EARTH@COLUMBIA.EDU|275138|||||
275144|FAX|275143|MS* 4-1993|||FAX|212-854-1993
275152|CHAIRMAN|275150|MS* 4-5027||3907|OFFICE|212-854-5027
275155|CHIANG CHING-KUO (CCK) FOUNDATION CENTER FOR  CHINESE CULTURAL AND INSTITUTIONA|275150|MS* 4-4096||3907|OFFICE|212-854-4096
275157|COLUMBIA COLLEGE|275150|MS* 4-5027||3907|OFFICE|212-854-5027
275158|COMMITTEE ON ASIAN AND MIDDLE EAST STUDIES|275150|MS* 4-2569||3915|OFFICE|212-854-2569
275159|DEPARTMENT OFFICE|275150|MS* 4-5028||3907|OFFICE|212-854-5028
275162|DONALD KEENE CENTER OF JAPANESE CULTURE|275150|MS* 4-5036||3920|OFFICE|212-854-5036
275164|GENERAL STUDIES|275150|MS* 4-5027||3907|OFFICE|212-854-5027
275165|INSTITUTE FOR MEDIEVAL JAPANESE STUDIES|275150|MS* 4-7403||3906|OFFICE|212-854-7403
275170|PHONE|275169|MS* 4-4008|||OFFICE|212-854-4008
275173|FAX|275172|MS* 4-8188|||FAX|212-854-8188
275177|GENERAL INFORMATION|275175|MS* 4-3680|||OFFICE|212-854-3680
275178|BOOKKEEPER|275175|MS* 4-6879|||OFFICE|212-854-6879
275179|CHAIRMAN|275175|MS* 4-4037||3308|OFFICE|212-854-4037
275181|DEPARTMENT ADMINISTRATOR|275175|MS* 4-2062|||OFFICE|212-854-2062
275182|GRADUATE|275175|MS* 4-6881|||OFFICE|212-854-6881
275183|UNDERGRADUATE|275175|MS* 4-3681|||OFFICE|212-854-3681
275192|DEPARTMENT OFFICE|275191|MS* 4-3105||4712|OFFICE|212-854-3105
275199|ARMSTRONG FOUNDATION|275191|MS* 4-3121||4712|OFFICE|212-854-3121
275200|MICROELECTRONICS SCIENCES LAB|275191|MS* 4-3265||8903|OFFICE|212-854-3265
275203|RESEARCH LABS|275191|||||
275226|UNDERGRADUATE INSTRUCTIONAL LABS|275191|||||
275235|HELP DESK|275234|MS* 4-1919|||OFFICE|212-854-1919
275236|WWW.COLUMBIA.EDU/ACIS/EMAIL/|275234|||||
275241|MORNINGSIDE CAMPUS  99 OR|275240|MS* 4-5555|||OFFICE|212-854-5555
275242|MEDICAL CENTER|275240|MC* 5-7979|||OFFICE|212-305-7979
275244|DIRECTOR|275243|MS* 4-8646|||OFFICE|212-854-8646
275245|JOB FAIRS|275243|MS* 4-5484|||OFFICE|212-854-5484
275247|Faculty and Staff|275246|||||
275249|Morningside: cmsjobs@columbia.edu|275246|||||
275251|Med Cntr: cmcjobs@columbia.edu|275246|||||
275253|fax|275246|||7705||212-851-1557
275255|Online Employment Application System|275246|||||
275257|http://jobs.columbia.edu|275246|||||
275262|FAX|275261||||FAX|212-864-0104
275266|ALUMNI ASSOCIATION|275261|MS* 4-4472||4718|OFFICE|212-854-4472
275277|CLASS CENTERS|275261|||||
275286|COLUMBIA VIDEO NETWORK|275261|MS* 4-6441||4719|OFFICE|212-854-6441
275291|DEAN OF STUDENT AFFAIRS|275261|MS* 4-2446||2607|OFFICE|212-854-2446
275292|DEAN S OFFICE|275261|MS* 4-2993||4714|OFFICE|212-854-2993
275293|DEVELOPMENT AND ALUMNI RELATIONS|275261|MS* 4-4472||4718|OFFICE|212-854-4472
275298|ENGINEERING NEWS, COLUMBIA|275261|MS* 4-2997||4718|OFFICE|212-854-2997
275302|FLIGHT STRUCTURES, INSTITUTE OF|275261|MS* 4-2396||4709|OFFICE|212-854-2396
275303|GRADUATE STUDENT SERVICES|275261|MS* 4-6438||4708|OFFICE|212-854-6438
275317|OPPORTUNITY PROGRAMS AND UNDERGRADUATE SERVICES (OPUS)|275261|MS* 4-3514||4747|OFFICE|212-854-3514
275319|ORIENTATION PROGRAM|275261|MS* 4-3611||2601|OFFICE|212-854-3611
275325|PREPROFESSIONAL OFFICE|275261|MS* 4-8722||2801|OFFICE|212-854-8722
275327|RESIDENTIAL LIFE, OFFICE OF|275261|MS* 4-6805||4205|OFFICE|212-854-6805
275329|SOLID-STATE SCIENCE AND ENGINEERING|275261|MS* 4-4457||4701|OFFICE|212-854-4457
275330|STUDENT AFFAIRS|275261|||||
275338|FAX|275337|MS* 4-5398|||FAX|212-854-5398
275339|UNDERGRADUATE WRITING PROGRAM|275337|MS* 4-3886||4995|OFFICE|212-854-3886
275342|FAX|275341|MS* 4-8998|||FAX|212-854-8998
275344|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275343|||||
275348|FAX|275347||||FAX|212-316-4937
275349|ASSISTANT VICE PRESIDENT|275347|MS* 4-8749|||OFFICE|212-854-8749
275350|ASSISTANT DIRECTOR|275347|MS* 4-6670|||OFFICE|212-854-6670
275351|CONSTRUCTION/FACILITIES SAFETY OFFICER|275347|MS* 4-8048|||OFFICE|212-854-8048
275352|FIRE SAFETY OFFICER|275347|MS* 4-6676|||OFFICE|212-854-6676
275353|HAZARDOUS WASTE OFFICER|275347|MS* 4-4658|||OFFICE|212-854-4658
275354|LAB SAFETY/CHEMICAL SAFETY OFFICER|275347|MS* 4-2213|||OFFICE|212-854-2213
275355|RADIATION SAFETY OFFICER|275347|MS* 4-6532|||OFFICE|212-854-6532
275358|HEALTH SCIENCES CAMPUS|275347|HS* 5-6780|||OFFICE|212-305-6780
275361|FAX|275360||||FAX|212-795-5847
275362|ASSOCIATE VICE PRESIDENT|275360|MC* 5-6780|||OFFICE|212-305-6780
275364|ASSOCIATE DIRECTOR, OCCUPATIONAL HYGIEN E OFFICER|275360|MC* 5-6780|||OFFICE|212-305-6780
275366|BIOLOGICAL SAFETY OFFICER|275360|MC* 5-6780|||OFFICE|212-305-6780
275369|FIRE SAFETY OFFICER|275360|MC* 5-6780|||OFFICE|212-305-6780
275371|LABORATORY SAFETY OFFICERS|275360|HS* 5-6780|||OFFICE|212-305-6780
275375|MORNINGSIDE CAMPUS|275360|MS* 4-8749||2215|OFFICE|212-854-8749
275379|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275378|||||
275381|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275380|||||
275385|PHONE|275384|MS* 4-8179|||OFFICE|212-854-8179
275387|FAX|275384|MS* 4-8188|||FAX|212-854-8188
275389|CFP5@COLUMBIA.EDU|275388|||||
275392|FAX|275391|MS* 4-1368|||FAX|212-854-1368
275396|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275395|||||
275398|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275397|||||
275400|PHONE|275399|MS* 4-4172|||OFFICE|212-854-4172
275402|FAX|275399|MS* 4-8808|||FAX|212-854-8808
275403|CES@COLUMBIA.EDU|275399|||||
275406|PHONE|275404|MS* 4-4172|||OFFICE|212-854-4172
275416|FAX|275415|MS* 4-7997|||FAX|212-854-7997
275418|PHONE|275417|MS* 4-2391|||OFFICE|212-854-2391
275423|VICE PRESIDENT' S OFFICE|275422|MS* 4-3291|||OFFICE|212-854-3291
275425|INFORMATION AND RECEPTION|275422|MS* 4-8740||3401|OFFICE|212-854-8740
275427|FINANCE AND ADMINISTRATIVE PLANNING|275422|MS* 4-0007|||OFFICE|212-854-0007
275428|CAPITAL PROJECT MANAGEMENT|275422|||||
275434|FACILITIES SERVICES CENTER|275422||||OFFICE|212-854-2222
275551|INFORMATION|275550|MS* 4-1200|||OFFICE|212-854-1200
275554|CATERING/CONFERENCE MANAGER|275550|MS* 4-7192|||OFFICE|212-854-7192
275555|CONTROLLER/BILLING OFFICE|275550|MS* 4-7197|||OFFICE|212-854-7197
275556|DINING ROOM RESERVATIONS|275550|MS* 4-7199|||OFFICE|212-854-7199
275557|DIRECTOR|275550|MS* 4-6612|||OFFICE|212-854-6612
275559|MEMBERSHIP ACCOUNTS/BILLING OFFICE|275550|MS* 4-7197|||OFFICE|212-854-7197
275560|PRESIDENT, BOARD OF ADVISORS|275550|||||
275569|INFORMATION|275568|MS* 4-0000|||OFFICE|212-854-0000
275578|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275577|||||
275580|PHONE|275579|MS* 4-4631||||
275581|PHONE|275579|MS* 4-4632||||
275582|FAX|275579|MS* 4-4069|||FAX|212-854-4069
275590|FAX|275589|MS* 4-7997|||FAX|212-854-7997
275592|ARCHITECTURE, PLANNING, AND PRESERVATION|275591|MS* 4-7040||9208|OFFICE|212-854-7040
275593|ARTS|275591|MS* 4-7040||9208|OFFICE|212-854-7040
275594|BUSINESS|275591|MS* 4-4057||5915|OFFICE|212-854-4057
275595|COLUMBIA COLLEGE|275591|MS* 4-3711||2802|OFFICE|212-854-3711
275597|CONTINUING EDUCATION|275591|MS* 4-7040||9208|OFFICE|212-854-7040
275598|DENTAL AND ORAL SURGERY|275591|MC* 5-4100|||OFFICE|212-305-4100
275599|ENGINEERING, GRADUATE|275591|MS* 4-3711||6438|OFFICE|212-854-3711
275600|ENGINEERING, UNDERGRADUATE|275591|MS* 4-6753||2802|OFFICE|212-854-6753
275602|GENERAL STUDIES|275591|MS* 4-5410||9208|OFFICE|212-854-5410
275603|GRADUATE SCHOOL OF ARTS AND SCIENCES|275591|MS* 4-3808||4304|OFFICE|212-854-3808
275605|INSTITUTE OF HUMAN NUTRITION|275591|MC* 5-4808|||OFFICE|212-305-4808
275609|INTERNATIONAL AND PUBLIC AFFAIRS|275591|MS* 4-6216||3325|OFFICE|212-854-6216
275610|spare|276877||||OFFICE|
275611|LAW|275591|MS* 4-7730||4005|OFFICE|212-854-7730
275612|NURSING|275591|MC* 5-8147|||OFFICE|212-305-8147
275613|PHYSICAL THERAPY AND OCCUPATIONAL THERAPY|275591|MC* 5-5266|||OFFICE|212-305-5266
275614|PHYSICIANS AND SURGEONS|275591|MC* 5-4100|||OFFICE|212-305-4100
275615|PUBLIC HEALTH|275591|MC* 5-4113|||OFFICE|212-305-4113
275616|SOCIAL WORK|275591|MS* 1-2293||4600|OFFICE|212-851-2293
275624|MEDICAL CENTER|275623|MC* 5-6780|||OFFICE|212-305-6780
275626|MORNINGSIDE CAMPUS|275623|MS* 4-6676||2215|OFFICE|212-854-6676
275628|MORNINGSIDE CAMPUS  99 OR|275627|MS* 4-5555|||OFFICE|212-854-5555
275629|HEALTH SCIENCES CAMPUS|275627|HS* 7-7979|||OFFICE|212-305-7979
275640|FAX|275639|IC* 3144|||FAX|212-870-3144
275642|ALPHA CHI OMEGA|275641|MS* 3-5474||4205|OFFICE|212-853-5474
275643|ALPHA DELTA PHI|275641|MS* 3-3600|||OFFICE|212-853-3600
275644|ALPHA EPSILON PI|275641|MS* 3-3302|||OFFICE|212-853-3302
275645|ALPHA KAPPA ALPHA|275641|MS* 4- 9134||4205|OFFICE|212-854-9134
275646|DELTA GAMMA|275641|MS* 3-3781|||OFFICE|212-853-3781
275648|DELTA SIGMA PHI|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275649|DELTA SIGMA THETA|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275650|KAPPA ALPHA THETA|275641|MS* 3-3697|||OFFICE|212-853-3697
275651|KAPPA DELTA RHO|275641|MS* 3-3632|||OFFICE|212-853-3632
275652|LAMBDA PHI EPSILON|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275653|LAMBDA PI CHI|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275654|LAMBDA PI UPSILON|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275656|PHI IOTA ALPHA|275641|MS* 3-5276|||OFFICE|212-853-5276
275657|PI KAPPA ALPHA|275641|MS* 3-3701|||OFFICE|212-853-3701
275658|PSI UPSILON|275641|MS* 3-3741|||OFFICE|212-853-3741
275659|SIGMA CHI|275641|MS* 3-3110|||OFFICE|212-853-3110
275660|SIGMA DELTA TAU|275641|MS* 3-3286|||OFFICE|212-853-3286
275662|SIGMA IOTA ALPHA|275641|MS* 4-9134||4205|OFFICE|212-854-9134
275663|SIGMA NU|275641|MS* 3-3623|||OFFICE|212-853-3623
275664|SIGMA PHI EPSILON|275641|MS* 3-3656|||OFFICE|212-853-3656
275665|ZETA BETA TAU|275641|MS* 3-3573|||OFFICE|212-853-3573
275666|ZETA PSI|275641|MS* 3-3681|||OFFICE|212-853-3681
275671|FAX|275670|MS* 4-8868|||FAX|212-854-8868
275676|COLUMBIA COLLEGE|275674|MS* 4-2500||4902|OFFICE|212-854-2500
275677|GENERAL STUDIES|275674|MS* 4-2500||4902|OFFICE|212-854-2500
275678|GRADUATE SCHOOL OF ARTS AND SCIENCES|275674|MS* 4-3208||4902|OFFICE|212-854-3208
275692|GABLES@COLUMBIA.EDU|275691|||||
275694|PHONE|275693|MS* 4-5581|||OFFICE|212-854-5581
275696|FAX|275693||||FAX|212-864-4947
275699|ADVISERS|275697|MS* 4-2881||4102|OFFICE|212-854-2881
275700|ADVISORY COUNCIL|275697|MS* 4-6321||4121|OFFICE|212-854-6321
275702|ALUMNI AFFAIRS|275697|MS* 4-8498||4121|OFFICE|212-854-8498
275704|ALUMNI ASSOCIATION|275697|MS* 4-8498||4121|OFFICE|212-854-8498
275706|COMMITTEE ON INSTRUCTION (COI)|275697|MS* 4-6321||4103|OFFICE|212-854-6321
275707|DEAN, OFFICE OF THE|275697|||||
